INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
Institute for Business and Technology,Santa Clara,95051-1303,,0.486322188,0.64137931
LA College International,Los Angeles,900101308,,PrivacySuppressed,PrivacySuppressed
Interior Designers Institute,Newport Beach,92660,,PrivacySuppressed,PrivacySuppressed
Toni & Guy Hairdressing Academy-Santa Monica,Santa Monica,90401,,PrivacySuppressed,PrivacySuppressed
Irvine Valley College,Irvine,92618-0301,,0.102564103,0.10952381
ITT Technical Institute-National City,National City,91950,,0.27284264,0.385719683
ITT Technical Institute-San Dimas,San Dimas,91773,,0.27284264,0.385719683
ITT Technical Institute-Orange,Orange,92868,,0.27284264,0.385719683
Bellus Academy-El Cajon,El Cajon,92021,,PrivacySuppressed,PrivacySuppressed
John F. Kennedy University,Pleasant Hill,94523-4817,,PrivacySuppressed,PrivacySuppressed
American Jewish University,Los Angeles,90077-1519,,PrivacySuppressed,PrivacySuppressed
Reedley College,Reedley,93654,,0.111271676,0.082485876
Life Pacific College,San Dimas,91773-3298,,0.382978723,0.301587302
Argosy University-The Art Institute of California-San Diego,San Diego,92108-4423,,0.189534405,0.183673469
University of La Verne,La Verne,91750-4401,,0.311398355,0.252077562
Laguna College of Art and Design,Laguna Beach,92651,,0.470588235,0.52173913
Lake Tahoe Community College,South Lake Tahoe,96150,,0.147727273,0.161290323
Lancaster Beauty School,Lancaster,93534,,PrivacySuppressed,PrivacySuppressed
Laney College,Oakland,94607,,PrivacySuppressed,PrivacySuppressed
Lassen Community College,Susanville,96130,,PrivacySuppressed,PrivacySuppressed
Life Chiropractic College West,Hayward,94545-2800,,,
Lincoln University,Oakland,94612-2801,,PrivacySuppressed,PrivacySuppressed
Southern California Seminary,El Cajon,92019-1108,,PrivacySuppressed,PrivacySuppressed
La Sierra University,Riverside,92515-8247,,0.290697674,0.335403727
Loma Linda University,Loma Linda,92350,,0.765676568,0.721311475
Long Beach City College,Long Beach,90808-1706,,0.030191759,0.020942408
Southern California University of Health Sciences,Whittier,90604,,PrivacySuppressed,PrivacySuppressed
Los Angeles Harbor College,Wilmington,90744-2397,,0.12431694,0.103797468
Los Angeles Pierce College,Woodland Hills,91371-0002,,0.096172718,0.063694268
Los Angeles Southwest College,Los Angeles,90047-4899,,PrivacySuppressed,PrivacySuppressed
Los Angeles Trade Technical College,Los Angeles,90015-4181,,0.069057105,0.074132492
Los Angeles Valley College,Valley Glen,91401-4096,,0.110062893,0.081632653
The Master's University and Seminary,Santa Clarita,91321-1200,,0.52027027,0.459854015
Los Angeles City College,Los Angeles,90029,,0.07394669,0.062579821
Los Angeles County College of Nursing and Allied Health,Los Angeles,90033-1084,,PrivacySuppressed,PrivacySuppressed
Los Angeles Mission College,Sylmar,91342-3200,,0.097269625,0.084558824
Los Medanos College,Pittsburg,94565,,PrivacySuppressed,PrivacySuppressed
Argosy University-The Art Institute of California-San Francisco,San Francisco,94102-4908,,0.189534405,0.183673469
Loyola Marymount University,Los Angeles,90045-2659,,0.733532934,0.690476191
Lu Ross Academy,Ventura,93001-2729,,,
Manchester Beauty College,Fresno,93726,,PrivacySuppressed,PrivacySuppressed
Tulare Beauty College,Tulare,93274,,PrivacySuppressed,PrivacySuppressed
Lyles Fresno College of Beauty,Fresno,93710,,PrivacySuppressed,PrivacySuppressed
Lytles Redwood Empire Beauty College Inc,Santa Rosa,95403,,PrivacySuppressed,PrivacySuppressed
MTI Business College Inc,Stockton,95207-4349,,PrivacySuppressed,PrivacySuppressed
MTI College,Sacramento,95841-9817,,0.630573248,0.549618321
Brightwood College-Sacramento,Sacramento,95821,,0.683532659,0.568345324
Brightwood College-San Diego,San Diego,92123,,0.766896552,0.676470588
Brightwood College-Vista,Vista,92083-7736,,0.798913044,0.740614335
College of Marin,Kentfield,94904-2590,,0.115131579,0.053571429
Marinello Schools of Beauty-Los Angeles,Los Angeles,90023,,0.580239144,0.56097561
Marymount California University,Rancho Palos Verdes,90275-6299,,PrivacySuppressed,PrivacySuppressed
Mendocino College,Ukiah,95482,,0.168498169,0.102702703
Menlo College,Atherton,94027-4301,,0.369230769,0.291666667
Merced College,Merced,95348-2898,,0.048907388,0.02690583
Merritt College,Oakland,94619-3196,,PrivacySuppressed,PrivacySuppressed
Mills College,Oakland,94613,,PrivacySuppressed,PrivacySuppressed
MiraCosta College,Oceanside,92056-3899,,0.135549872,0.157142857
Marinello Schools of Beauty-San Francisco,San Francisco,94103,,PrivacySuppressed,PrivacySuppressed
Mission College,Santa Clara,95054-1897,,PrivacySuppressed,PrivacySuppressed
Modern Beauty Academy,Oxnard,93030,,PrivacySuppressed,PrivacySuppressed
Brightwood College-North Hollywood,North Hollywood,91606-3231,,0.757968128,0.754137116
Modesto Junior College,Modesto,95350-5800,,0.052329292,0.050790068
Moler Barber College,Oakland,94609-2419,,PrivacySuppressed,PrivacySuppressed
Middlebury Institute of International Studies at Monterey,Monterey,93940,,0.838565022,0.849162011
Monterey Peninsula College,Monterey,93940-4799,,0.134375,0.134782609
Moorpark College,Moorpark,93021-1695,,0.163814181,0.141762452
Mt San Antonio College,Walnut,91789-1399,,0.121272366,0.1016
Mount Saint Mary's University,Los Angeles,90049-1599,,0.582089552,0.573770492
Mt San Jacinto Community College District,San Jacinto,92583-2399,,PrivacySuppressed,PrivacySuppressed
Mueller College,San Diego,92108-3002,,PrivacySuppressed,PrivacySuppressed
Musicians Institute,Hollywood,90028,,0.47311828,0.561135371
Napa Valley College,Napa,94558-6236,,0.061046512,0.083798883
Everest College-San Francisco,San Francisco,94103-9946,,0.5602537,0.55859375
Everest College-Reseda,Reseda,91335-4631,,0.687296417,0.55721393
Everest College-LA Wilshire,Los Angeles,90010,,0.578947368,0.617021277
Everest College-San Jose,San Jose,95128,,0.619444444,0.542857143
Everest College-Gardena,Gardena,90247,,0.646306818,0.554945055
Everest College-Alhambra,Alhambra,91803,,0.722355769,0.626865672
Everest College-San Bernardino,San Bernardino,92408,,0.623595506,0.599337748
The National Hispanic University,San Jose,95127-3823,,PrivacySuppressed,PrivacySuppressed
National Holistic Institute,Emeryville,94608-2008,,0.817910448,0.816
National University,La Jolla,92037-1011,,0.45175169,0.389645777
Newschool of Architecture and Design,San Diego,92101,,PrivacySuppressed,PrivacySuppressed
Newberry School of Beauty,Granada Hills,91344-7401,,PrivacySuppressed,PrivacySuppressed
North Adrian's College of Beauty Inc,Modesto,95350-2381,,PrivacySuppressed,PrivacySuppressed
North-West College-Pomona,Pomona,91768,,0.680451128,0.604651163
North-West College-West Covina,West Covina,91790,,0.74386921,0.603174603
North-West College-Pasadena,Pasadena,91101,,PrivacySuppressed,PrivacySuppressed
Notre Dame de Namur University,Belmont,94002-1908,,0.363095238,0.324675325
Occidental College,Los Angeles,90041-3392,,0.835443038,0.734513274
Oceanside College of Beauty,Oceanside,92054-5356,,PrivacySuppressed,PrivacySuppressed
Ohlone College,Fremont,94539-0390,,PrivacySuppressed,PrivacySuppressed
Orange Coast College,Costa Mesa,92626,,0.042410714,0.041214751
Otis College of Art and Design,Los Angeles,90045-3505,,0.548571429,0.447058824
Oxnard College,Oxnard,93033-6699,,0.128342246,0.097087379
Hope International University,Fullerton,92831-3199,,0.253164557,0.202380952
Concorde Career College-San Diego,San Diego,92113-1964,,0.759936407,0.661157025
Palo Alto University,Palo Alto,94304-1337,,PrivacySuppressed,PrivacySuppressed
Pacific Lutheran Theological Seminary,Berkeley,94708-1597,,,
Pacific Oaks College,Pasadena,91103,,PrivacySuppressed,PrivacySuppressed
Pacific School of Religion,Berkeley,94709,,,
Pacific States University,Los Angeles,90010,,PrivacySuppressed,PrivacySuppressed
Pacific Union College,Angwin,94508-9707,,0.295652174,0.329479769
University of the Pacific,Stockton,95211-0197,,0.661682243,0.58778626
Palo Verde College,Blythe,92225,,PrivacySuppressed,PrivacySuppressed
Palomar College,San Marcos,92069-1487,,0.078512397,0.064853557
Marinello Schools of Beauty-Paramount,Paramount,90723,,PrivacySuppressed,PrivacySuppressed
Paris Beauty College,Concord,94520,,PrivacySuppressed,PrivacySuppressed
Pasadena City College,Pasadena,91106-2003,,0.082125604,0.0625
Patten University,Oakland,94601,,0.173913044,0.258064516
Pepperdine University,Malibu,90263,,0.783050848,0.696750903
Pitzer College,Claremont,91711-6101,,0.842857143,0.673076923
Platt College-San Diego,San Diego,92115-3919,,0.666666667,0.696202532
Point Loma Nazarene University,San Diego,92106-2899,,0.615925059,0.579166667
Pomona College,Claremont,91711-6319,,0.815384615,0.850746269
Porterville College,Porterville,93257,,0.026639344,0.056338028
Westwood College-South Bay,Torrance,90502,,0.296758105,0.229213483
Professional Institute of Beauty,El Monte,91731,,PrivacySuppressed,PrivacySuppressed
Santa Ana College,Santa Ana,92706-3398,,0.137055838,0.111711712
Pardee RAND Graduate School,Santa Monica,90407-2138,,,
Shasta School of Cosmetology,Redding,96003,,,
University of Redlands,Redlands,92373-0999,,0.501010101,0.458823529
College of the Redwoods,Eureka,95501-9300,,0.121082621,0.068311195
Salon Success Academy-Upland,Upland,91786,,PrivacySuppressed,PrivacySuppressed
Salon Success Academy-Corona,Corona,92879,,PrivacySuppressed,PrivacySuppressed
Marinello Schools of Beauty-Huntington Beach,Huntington Beach,92646,,PrivacySuppressed,PrivacySuppressed
Rio Hondo College,Whittier,90601-1616,,0.04135737,0.045133992
Riverside City College,Riverside,92506,,0.111231884,0.084824387
Argosy University-San Francisco Bay Area,Alameda,94501,,0.189534405,0.183673469
Rosemead Beauty School,Rosemead,91770-1639,,PrivacySuppressed,PrivacySuppressed
Dongguk University-Los Angeles,Los Angeles,90020-1704,,PrivacySuppressed,PrivacySuppressed
Sacramento City College,Sacramento,95822-1386,,0.066225166,0.044651163
Saddleback College,Mission Viejo,92692-3635,,0.148825065,0.082089552
Samuel Merritt University,Oakland,94609,,0.681034483,0.648648649
San Diego City College,San Diego,92101-4787,,0.04945055,0.038150289
Golf Academy of America-San Diego,Carlsbad,92008,,0.305936693,0.44638276
San Diego Mesa College,San Diego,92111-4998,,0.069544365,0.059585492
San Diego Miramar College,San Diego,92126-2999,,PrivacySuppressed,PrivacySuppressed
San Diego State University,San Diego,92182,,0.533164699,0.503973233
University of San Diego,San Diego,92110-2492,,0.774250441,0.731301939
San Francisco Art Institute,San Francisco,94133-2299,,0.484375,0.450980392
San Francisco Conservatory of Music,San Francisco,94102-6011,,PrivacySuppressed,PrivacySuppressed
San Francisco State University,San Francisco,94132,,0.371031746,0.36543335
San Francisco Theological Seminary,San Anselmo,94960-0000,,,
University of San Francisco,San Francisco,94117-1080,,0.557486631,0.468235294
San Joaquin College of Law,Clovis,93612-1312,,PrivacySuppressed,PrivacySuppressed
San Joaquin Delta College,Stockton,95207,,0.094859565,0.071729958
San Joaquin Valley College-Visalia,Visalia,93291-9283,,0.600576784,0.595155709
San Joaquin Valley College-Bakersfield,Bakersfield,93309,,0.600576784,0.595155709
William Jessup University,Rocklin,95765-3707,,0.594059406,0.518518519
San Jose City College,San Jose,95128-2798,,PrivacySuppressed,PrivacySuppressed
San Jose State University,San Jose,95192-0001,,0.285177453,0.241713412
College of San Mateo,San Mateo,94402-3784,,0.101818182,0.064150943
Santa Barbara Business College-Bakersfield,Bakersfield,93309,,0.489528796,0.45751634
Westwood College-Los Angeles,Los Angeles,90010,,0.307692308,0.196125908
Santa Barbara Business College-Santa Maria,Santa Maria,93454,,0.604477612,0.476190476
Santa Barbara City College,Santa Barbara,93109-2394,,0.089403974,0.071428571
Santa Clara University,Santa Clara,95053,,0.722857143,0.720394737
Santa Monica College,Santa Monica,90405-1628,,0.080842391,0.081447964
Santa Rosa Junior College,Santa Rosa,95401-4395,,0.168280872,0.132947977
Saybrook University,Oakland,94612-1943,,,
Scripps College,Claremont,91711-3905,,PrivacySuppressed,PrivacySuppressed
Wyotech-Fremont,Fremont,94539,,PrivacySuppressed,PrivacySuppressed
College of the Sequoias,Visalia,93277-2214,,0.089358245,0.084946237
Shasta Bible College and Graduate School,Redding,96002,,PrivacySuppressed,PrivacySuppressed
Shasta College,Redding,96003,,PrivacySuppressed,PrivacySuppressed
Sierra College,Rocklin,95677-3397,,PrivacySuppressed,PrivacySuppressed
Sierra College of Beauty,Merced,95340,,PrivacySuppressed,PrivacySuppressed
Sierra Valley College of Court Reporting,Fresno,93726,,PrivacySuppressed,PrivacySuppressed
Trinity Law School,Santa Ana,92705,,0.254901961,0.353982301
Simpson University,Redding,96003-8606,,0.556910569,0.458015267
College of the Siskiyous,Weed,96094-2899,,0.105660377,0.072289157
Charles A Jones Career and Education Center,Sacramento,95824-1529,,PrivacySuppressed,PrivacySuppressed
Skyline College,San Bruno,94066-1698,,0.107969152,0.119047619
San Bernardino Valley College,San Bernardino,92410-2798,,PrivacySuppressed,PrivacySuppressed
Saint Mary's College of California,Moraga,94575,,0.470899471,0.423076923
Solano Community College,Fairfield,94534-3197,,0.051912568,0.040935673
Sonoma State University,Rohnert Park,94928-3609,,0.518804243,0.466783217
Pinnacle College,Alhambra,91803,,PrivacySuppressed,PrivacySuppressed
South Baylo University,Anaheim,92801-1701,,PrivacySuppressed,PrivacySuppressed
South Coast College,Orange,92868-2609,,PrivacySuppressed,PrivacySuppressed
Vanguard University of Southern California,Costa Mesa,92626,,0.47826087,0.415458937
Concorde Career College-Garden Grove,Garden Grove,92840-9201,,0.745652174,0.753333333
Southwestern College,Chula Vista,91910-7299,,0.087281796,0.060307018
Starr King School for the Ministry,Berkeley,94709-1209,,,
Marshall B Ketchum University,Fullerton,92831-1699,,PrivacySuppressed,PrivacySuppressed
Southern California Institute of Architecture,Los Angeles,90013-1822,,PrivacySuppressed,PrivacySuppressed
University of Southern California,Los Angeles,90089,,0.874661247,0.789386401
Southwestern Law School,Los Angeles,90010-1106,,PrivacySuppressed,PrivacySuppressed
Taft College,Taft,93268,,PrivacySuppressed,PrivacySuppressed
Claremont School of Theology,Claremont,91711-3199,,,
Thomas Aquinas College,Santa Paula,93060,,PrivacySuppressed,PrivacySuppressed
Marinello Schools of Beauty-Lake Forest,Lake Forest,92630,,PrivacySuppressed,PrivacySuppressed
Epic Bible College,Sacramento,95841,,PrivacySuppressed,PrivacySuppressed
United Education Institute-Huntington Park Campus,Huntington Park,90255,,0.75947226,0.723025584
Concorde Career College-San Bernardino,San Bernardino,92408-3403,,0.723514212,0.762962963
Universal College of Beauty Inc-Los Angeles 1,Los Angeles,90008,,PrivacySuppressed,PrivacySuppressed
Concorde Career College-North Hollywood,North Hollywood,91606-3134,,0.85,0.825301205
Ventura College,Ventura,93003-3872,,0.107246377,0.089068826
Victor Valley Beauty College Inc,Victorville,92395,,PrivacySuppressed,PrivacySuppressed
Victor Valley College,Victorville,92395-5850,,0.069955817,0.071764706
Berkeley City College,Berkeley,94704,,PrivacySuppressed,PrivacySuppressed
Walden University,Minneapolis,55401,,0.28358209,0.22265625
West Hills College-Coalinga,Coalinga,93210,,0.112903226,0.097674419
West Los Angeles College,Culver City,90230-3519,,0.066312997,0.056206089
West Valley College,Saratoga,95070-5698,,0.112195122,0.068965517
Carrington College-Sacramento,Sacramento,95826,,0.690659812,0.646341463
Westminster Theological Seminary in California,Escondido,92027,,,
Westmont College,Santa Barbara,93108-1089,,0.566326531,0.613861386
Whittier College,Whittier,90601,,0.647798742,0.552631579
Woodbury University,Burbank,91510-7846,,0.291891892,0.275641026
The Wright Institute,Berkeley,94704-1796,,PrivacySuppressed,PrivacySuppressed
Western State College of Law at Argosy University,Fullerton,92831-3014,,0.189534405,0.183673469
Thomas Jefferson School of Law,San Diego,92101,,PrivacySuppressed,PrivacySuppressed
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,90046,,PrivacySuppressed,PrivacySuppressed
Yuba College,Marysville,95901,,0.064829822,0.066666667
The Salon Professional Academy-Grand Junction,Grand Junction,81501,,PrivacySuppressed,PrivacySuppressed
